product_id,product_name,review,aspect,gpt_aspect,final_aspect,polarity,gpt_polarity,final_polarity,"category(가격, 배송, 품질, 디자인, 기타)",gpt_category,final_category,수정 이유,비고,final_target,gpt_target,특이사항
352595429,오아 무선 접이식 블루투스 키보드 OA-BTKBDA,총알배송이에요. 화이트 깔끔하고 너무 예뻐요&hearts;,"배송, 화이트",디자인,"배송, 화이트","P, P",P,"P, P","배송, 디자인",디자인,"배송, 디자인","기존 aspect 라벨 '배송'을 '디자인'으로 수정한 이유는 리뷰 내용이 제품의 외형적 아름다움과 깔끔한 디자인을 칭찬하고 있기 때문입니다. 또한, target 라벨을 상품명에 맞게 '무선 키보드'로 수정했습니다.",,키보드,무선 키보드,"총알배송, 배송빠르고 같은 합성어(?)를 이해하지 못하는듯. aspect 인식을 제대로 못함."
352595429,오아 4단 접이식 블루투스 키보드,사용감이좋고 편리합니다,"사용감, 제품",사용감,"사용감, 제품","P, P",P,"P, P","품질, 품질",품질,품질,"기존 aspect 라벨 '제품'을 '사용감'으로 수정하여 더 구체적으로 표현하였고, 품질 카테고리로 분류하여 제품의 기능과 성능에 대한 평가를 반영하였습니다.",,키보드,블루투스 키보드,~도'(and)와 같은 등위접속사를 기준으로 절을 나누지 않아서 aspect도 하나로 보는 경향 있음
352595429,오아 무선 접이식 블루투스 키보드 OA-BTKBDA,연결도빠르고 좋습니다,"연결, 제품",연결,"연결, 제품","P, P ",P,"P, P","품질, 품질",품질,"품질, 품질","aspect '연결'은 유지하고, '제품'은 구체적인 aspect로 변경하여 품질로 수정함",,키보드,키보드,
352595429,오아 무선 접이식 블루투스 키보드,생각보다 작아서 휴대하기 완전 좋을듯요,사이즈,휴대성,휴대,P,P,P,디자인,디자인,디자인,"기존 '사이즈' 라벨은 구체적이지 않고 '휴대성'으로 수정함으로써 보다 명확한 속성을 나타낼 수 있습니다. 또한, 해당 제품은 디자인 측면에서의 긍정적인 평가를 반영하기 위해 '디자인' 카테고리로 변경하였습니다.",,키보드,무선 키보드,
352595429,오아 무선 접이식 블루투스 키보드 OA-BTKBDA,가성비 좋아서 구매하였습니다. 써보고 좋으면 또 구매합니다.,가성비,가성비,가성비,P,P,P,가격,가격,가격,가성비는 제품의 비용 대비 가치를 나타내므로 가성비와 관련된 리뷰를 수정 없이 유지하였습니다. 그리고 해당 상품이 전자제품 카테고리에 속하기 때문에 target 라벨을 '전자제품'으로 수정하였습니다.,,키보드,전자제품,
352595429,오아 무선 접이식 블루투스 키보드 OA-BTKBDA,"생각보다 작은감이있어요! 살지말지 고민하신다면 이걸 가장 유의하셔야할듯합니다 나머지는 다괜찮거든요 제가 타자칠때 자주 틀리곤 하는데도 손이 좀 작은편이라서 저한테는 쓸만 합니다! 타자소리는 오도도독 작은편입니다! 가성비는 좋은것같아요 키보드 사이즈가 초중등생혹은 손이 특히 작은사람, 손움직임이 소극적인걸 좋아하는..(?)ㅋㅋㅋ.ㅋ사람에게 더 적합한 느낌도 들고요 제 아이패드가 일반사람기준 가로가 한뼘정도 되는 크기인데 아이패드도 무난히 고정시켜줍니다 디자인은 깔끔하게 이쁘고요 만족하는 편입니다 *^^*","사이즈, 타자소리, 가성비, 고정, 디자인","크기, 타자 정확성, 가성비, 고정력, 디자인","사이즈, 정확성, 타자소리, 가성비, 고정, 디자인",,"P, O, P, P, P","N, O, P, P, O, P","디자인, 품질, 가격, 디자인, 디자인","디자인, 품질, 가격, 기능, 디자인","디자인, 품질, 품질, 가격, 디자인, 디자인",,,키보드,키보드,
352595429,오아 4단 접이식 휴대용 무선 블루투스키보드 OA-BTKBDA,좋아요 핸드폰을 들고 다니면서 사용하기에 좋습니다.특히 거치대 부분이 있어서 목을 많이 구부리지 않고 사용할 수 있는 것이 큰 장점입니다.,"휴대성, 거치대","휴대성, 사용성","휴대성, 거치대","P, P","P, P","P, P","디자인, 디자인","디자인, 디자인","디자인, 디자인",거치대가 있는 접이식 블루투스 키보드이므로 '사용성'이 더 적합한 aspect로 보입니다. 따라서 '휴대성'과 '사용성'으로 aspect를 수정하였습니다.,,키보드,휴대용 무선 블루투스키보드,
352595429,오아 무선 접이식 블루투스 키보드,일단 화이트색상 깔끔하고 좋음. 타건감은 맘에 듬. 생각보단 무게감이 있음. 거치대가&hellip;일반스마트폰을 세로로 안정적으로 새워둘 정도는 아닌지라 아쉬움. 그래도 없는 것 보단 나은듯. 배터리잔량표시가 없어서 아쉬움&hellip; 암튼 쓸만할것 같음,"화이트색상, 타건감, 무게감, 거치대, 배터리 잔량 표시","화이트색상, 타건감, 무게감, 거치대, 배터리 잔량 표시","화이트색상, 타건감, 무게감, 거치대, 배터리 잔량 표시","P, P, N, O, N","P, P, N, O, O","P, P, N, O, N","디자인, 품질, 디자인, 디자인, 디자인","디자인, 품질, 디자인, 디자인, 기능","디자인, 품질, 디자인, 디자인, 디자인","거치대와 배터리 잔량 표시는 기능적인 측면이므로 '기능' 카테고리로 변경하고, 배터리 잔량 표시는 중립적인 평가이므로 'O'로 수정하였습니다.",,키보드,키보드,
352595429,오아 무선 접이식 블루투스 키보드,불편해서 잘 손에 안잡히네요...다른거 샀습니다...ㅎ,제품,편의성,사용 빈도,N,N,N,품질,품질,품질,"원래 제품이 제품 자체를 나타내는 aspect 라벨이었지만, 리뷰 내용에는 '편의성'이 부정적으로 언급되어 있어 해당 aspect로 수정하였습니다.",,키보드,키보드,
352595429,오아 무선 접이식 블루투스 키보드,아직 몇개월 사용도 못해봤는데 벌써 고장이네요. 안돼요 ㅠㅠ,"제품, 고장",품질,제품,"_x0008_N, N",N,N,"품질, 품질",기타,품질,"리뷰에 언급된 '고장'은 제품의 품질과 관련이 있으므로 aspect를 '품질'로 수정하였습니다. 또한, 해당 제품이 블루투스 키보드이므로 target 라벨을 '블루투스 키보드'로 설정하였습니다. 기타 카테고리는 해당 리뷰가 품질에 관련된 내용이지만, 세부 카테고리로 분류하기 어려운 경우에 사용됩니다.",,키보드,블루투스 키보드,
352595429,오아 무선 접이식 블루투스 키보드 OA-BTKBDA,일단 처음 사용하려고 열었는데 키가 하나 빠져있었고요.. 그건 잘 껴서 사용중인데 이번엔 그 옆에 다른키가 눌리지가 않네요 ^^ 아이패드랑 사용하실분들 굿노트에서 렉 엄청 먹어요.. 그래도 참고 쓰다가보니 다른키도 안먹네요..,"키, 키, 제품","키, 렉","키, 렉","N, N, N","N, N","N, N","품질, 품질, 품질","품질, 성능","품질, 품질","기존 aspect '제품'을 좀 더 구체적인 '키'와 '렉'으로 수정하여 더 명확하게 표현하였습니다. 또한, '렉'은 성능과 관련이 있으므로 category를 '성능'으로 수정하였습니다.",,키보드,키보드,
352595429,오아 무선 접이식 블루투스 키보드 OA-BTKBDA,이렇게 배송온 물건 처음봤어요 포장하면서 분명 찢어진거 발견하셨을텐데 이정도는 대수롭지않다 생각하고 그냥 보내시나봐요? 박스열자마자 기분 확 상하네요 위에는 테이프도 안 붙여있고 누가봐도 뜯어봤다가 넣은거잖아요 반품물건 보내시는건가요?,"배송, 포장",포장,포장,"N, N",N,N,"배송, 배송",배송,배송,"리뷰 내용에서는 포장에 대한 내용이 주를 이루고 있으며, 이에 따라 '포장'이라는 새로운 aspect가 추가되어야 합니다. 또한, 리뷰 내용이 부정적인 내용이므로 polarity를 'N'으로 수정하였습니다.",,키보드,키보드,
352595429,오아 무선 접이식 블루투스 키보드 OA-BTKBDA,"사지말아요ㅠㅠㅠ유튜브에서 추천하고 접혀서 잘 갖고 다닐수있을것같아서 샀아요. 모양이 이쁘기도 하고 작지만 잘 적응해서 쓸 수 있을것같았는데 이건 아니에요..일단 12.9인치 아이패드는 처음부터 거치 안되는거 알고 사서 상관없었는데 다른건 몰라도 타이핑이 제대로 안되는거는 이 키보드를 사지 말아야하는 가장 큰 이유입니다...너무 렉이 심해요..!!글씨나 기호를 누르기만 해도 동시에 3개씩 쓰여서 아예 타이핑이 불가능하구요, delete도 렉이 너무 심해서 지멋대로 지워지는거 아무리 획수 갯수까지 잘 세고 맞춰서 눌러도 확지워지면서 한 문장 제대로 쓰기도 힘들어요...진짜 웬만하면 이렇게 길게 리뷰 안쓰는데 속상해서...다들 참고하세요ㅠㅠㅠ","제품, 모양, 거치대, 타이핑, 렉",타이핑,"디자인, 휴대성, 타이핑, 렉","N, P, O, N, N",N,"P, P, N, N","품질, 디자인, 디자인, 품질, 품질",품질,"디자인, 품질, 품질, 품질",기존 aspect 중 '타이핑'이 해당 리뷰의 핵심 이슈로 보여 수정하였습니다. '품질' 카테고리는 제품의 기능과 성능을 평가하는데 적합하다고 판단하여 수정하였습니다.,1,키보드,키보드,
352595429,오아 무선 접이식 블루투스 키보드 OA-BTKBDA,불량품을(일부 벌어짐 들뜸)보내주셔서 참.... 그냥 씁니다........명절이라 반품도 그렇고 그냥 그냥 합니다,불량품,품질,품질,N,N,N,품질,품질,품질,원본 라벨 '불량품'은 제품의 속성을 나타내는 aspect보다는 결론적인 평가를 나타내므로 '품질'로 수정하였습니다. 또한 리뷰 내용에 따라 부정적인 평가이므로 polarity를 'N'으로 수정하였습니다.,,키보드,블루투스 키보드,aspect 라벨링 이슈
352595429,오아 무선 접이식 블루투스 키보드,별로임 키보드 동시 타수가 적으니 오타 확률 많이 나옴,"제품, 키보드 동시 타수, 오타",타수,타수,"N, N, N",N,N,"품질, 품질, 품질",품질,품질,"기존 '키보드 동시 타수'를 '타수'로 수정하여 불필요한 세부 사항을 제거하고, '품질' 카테고리로 변경하여 사용자가 키보드의 기능과 성능에 대한 평가를 좀 더 일반적으로 표현하였습니다.",,키보드,키보드,
352595429,오아 무선 접이식 블루투스 키보드 OA-BTKBDA,1달도 못채우고 고장이나서 ㅠㅠ,고장,품질,품질,N,N,N,품질,품질,품질,"고장이 발생한 부분은 제품의 품질과 관련된 내용이므로 aspect와 category를 '품질'로 수정하였습니다. 또한, 고장이 발생한 것에 대한 부정적인 평가이므로 polarity를 'N'으로 수정하였습니다.",,키보드,무선 키보드,aspect 라벨링 이슈
352595429,오아 무선 접이식 블루투스 키보드 OA-BTKBDA,사용하기 좋아요 이쁘구요,"제품, 디자인",사용성,"사용성, 디자인","P, P",P,"P, P","품질, 디자인",품질,"품질, 디자인",기존 aspect '제품'을 좀 더 구체적인 '사용성'으로 수정하여 더 명확한 정보 전달 가능,,키보드,무선 키보드,
352595429,오아 무선 접이식 블루투스 키보드,인식 잘 되네요!!,인식,인식,인식,P,P,P,품질,품질,품질,"aspect와 category 라벨은 유지되었고, target 라벨을 상품명에 맞게 수정하였습니다.",,키보드,키보드,
352595429,오아 무선 접이식 블루투스 키보드 OA-BTKBDA,잘받았습니다~~~~,택배,제품 품질,제품,P,O,P,배송,품질,배송,기존 라벨 '택배'는 제품과는 무관한 요소이므로 aspect를 '제품 품질'로 수정하였습니다.,,키보드,키보드,
352595429,오아 무선 접이식 블루투스 키보드 OA-BTKBDA,생각 만큼은 아니지만 괜찮아요~,제품,만족도,만족도,O,O,O,품질,품질,품질,"리뷰에서는 제품에 대한 만족도를 언급하고 있어 '만족도'로 aspect를 수정하였습니다. 또한, 리뷰의 내용이 긍정적인 평가를 담고 있어서 polarity를 'O(중립)'으로 수정하였습니다. 기존의 category '품질'은 유지하였고, target은 상품명에서 '키보드'를 나타내도록 수정하였습니다.",,키보드,키보드,
352595429,오아 4단 접이식 블루투스 키보드,간단하게 써보았습니다. 중간중간 있는 케이블이 나중이 문제가 될까 걱정스럽긴 하네요,"제품, 케이블",케이블,케이블,"O, N",N,O,"기타, 기타",품질,품질,"기존 aspect '제품'은 너무 넓은 범위를 다루고 있어 좀 더 구체적인 '케이블'로 수정하였으며, '케이블'에 대한 평가는 부정적이므로 polarity를 'N'으로 수정하였습니다. 또한, 케이블 문제는 제품의 '품질'과 관련이 있기 때문에 category를 '품질'로 수정하였습니다.",1,키보드,블루투스 키보드,
352595429,오아 무선 접이식 블루투스 키보드 OA-BTKBDA,좋아용 ㅎㅎ많이파세요,제품,제품,만족도,P,P,P,품질,품질,품질,"리뷰 내용이 제품에 대한 긍정적인 평가이므로 aspect는 제품, polarity는 긍정적으로 유지하였습니다. 카테고리는 품질로 선택하였고, 상품명을 참고하여 target은 키보드로 수정하였습니다.",,키보드,키보드,
352595429,오아 무선 접이식 블루투스 키보드 OA-BTKBDA,괜찮아요 금방 블루투스 연결되서 사용해보니 타자감도 무난하고 가격도 무난한데...아. 화요일 오후에 주문해서 목요일 6시쯤 받았어요 배송도 무난했고. 그런데 그래도 전자제품인데 에어캡이라도 한번 싸주시지.. 아님 신문지라도 한두장 둘러주셨으면. 운반시 아무래도 박스를 거칠게 다룰텐데.. 그 부분이 굉장히 아쉬웠습니다. 완전 기다리고 있던 소중한 키보드였는데..!!,"제품, 블루투스, 타자감, 가격, 배송, 포장",포장,"만족도, 블루투스, 타자감, 가격, 배송, 포장","O, O, O, O, N, N",N,"O, P, O, O, O, N","품질, 품질, 품질, 품질, 배송, 배송",포장,"품질, 품질, 품질, 가격, 배송, 배송","기존 라벨 중 '포장'이라는 새로운 aspect가 언급되었으며, 해당 부분이 상세히 언급되었기 때문에 추가하였습니다.",,키보드,키보드,
